TIME,TIME,I(VDD),{V(VDD)*I(VDD)},{-V(VDD)*I(VDD)}
1.31500000e-08,1.31500000e-08,-2.32582100e-12,-2.79098520e-12,2.79098520e-12
1.32000000e-08,1.32000000e-08,-2.32579911e-12,-2.79095894e-12,2.79095894e-12
1.32500000e-08,1.32500000e-08,-2.32582109e-12,-2.79098530e-12,2.79098530e-12
1.33000000e-08,1.33000000e-08,-2.32579903e-12,-2.79095884e-12,2.79095884e-12
1.33500000e-08,1.33500000e-08,-2.32582117e-12,-2.79098541e-12,2.79098541e-12
1.34000000e-08,1.34000000e-08,-2.32579895e-12,-2.79095873e-12,2.79095873e-12
1.34500000e-08,1.34500000e-08,-2.32582125e-12,-2.79098551e-12,2.79098551e-12
1.35000000e-08,1.35000000e-08,-2.32579886e-12,-2.79095863e-12,2.79095863e-12
1.35500000e-08,1.35500000e-08,-2.32582134e-12,-2.79098561e-12,2.79098561e-12
1.36000000e-08,1.36000000e-08,-2.32579878e-12,-2.79095853e-12,2.79095853e-12
1.36500000e-08,1.36500000e-08,-2.32582142e-12,-2.79098571e-12,2.79098571e-12
1.37000000e-08,1.37000000e-08,-2.32579869e-12,-2.79095843e-12,2.79095843e-12
1.37500000e-08,1.37500000e-08,-2.32582151e-12,-2.79098581e-12,2.79098581e-12
1.38000000e-08,1.38000000e-08,-2.32579861e-12,-2.79095833e-12,2.79095833e-12
1.38500000e-08,1.38500000e-08,-2.32582159e-12,-2.79098591e-12,2.79098591e-12
1.39000000e-08,1.39000000e-08,-2.32579853e-12,-2.79095823e-12,2.79095823e-12
1.39500000e-08,1.39500000e-08,-2.32582167e-12,-2.79098601e-12,2.79098601e-12
1.40000000e-08,1.40000000e-08,-2.32579844e-12,-2.79095813e-12,2.79095813e-12
1.40500000e-08,1.40500000e-08,-2.32582176e-12,-2.79098611e-12,2.79098611e-12
1.41000000e-08,1.41000000e-08,-2.32579836e-12,-2.79095803e-12,2.79095803e-12
1.41500000e-08,1.41500000e-08,-2.32582184e-12,-2.79098621e-12,2.79098621e-12
1.42000000e-08,1.42000000e-08,-2.32579828e-12,-2.79095793e-12,2.79095793e-12
1.42500000e-08,1.42500000e-08,-2.32582192e-12,-2.79098631e-12,2.79098631e-12
1.43000000e-08,1.43000000e-08,-2.32579819e-12,-2.79095783e-12,2.79095783e-12
1.43500000e-08,1.43500000e-08,-2.32582201e-12,-2.79098641e-12,2.79098641e-12
1.44000000e-08,1.44000000e-08,-2.32579811e-12,-2.79095773e-12,2.79095773e-12
1.44500000e-08,1.44500000e-08,-2.32582209e-12,-2.79098651e-12,2.79098651e-12
1.45000000e-08,1.45000000e-08,-2.32579803e-12,-2.79095763e-12,2.79095763e-12
