TIME,TIME,I(VDD),{V(VDD)*I(VDD)},{-V(VDD)*I(VDD)}
2.20000000e-08,2.20000000e-08,-1.80524985e-09,-2.16629982e-09,2.16629982e-09
2.20200000e-08,2.20200000e-08,-1.53311736e-09,-1.83974083e-09,1.83974083e-09
2.20600000e-08,2.20600000e-08,-1.47584974e-09,-1.77101968e-09,1.77101968e-09
2.21400000e-08,2.21400000e-08,-1.41685967e-09,-1.70023161e-09,1.70023161e-09
2.23000000e-08,2.23000000e-08,-1.33402733e-09,-1.60083280e-09,1.60083280e-09
2.25000000e-08,2.25000000e-08,-1.22655056e-09,-1.47186067e-09,1.47186067e-09
2.27000000e-08,2.27000000e-08,-1.14233716e-09,-1.37080459e-09,1.37080459e-09
2.29000000e-08,2.29000000e-08,-1.05767694e-09,-1.26921233e-09,1.26921233e-09
2.31000000e-08,2.31000000e-08,-9.90167069e-10,-1.18820048e-09,1.18820048e-09
2.33000000e-08,2.33000000e-08,-9.22373619e-10,-1.10684834e-09,1.10684834e-09
2.35000000e-08,2.35000000e-08,-8.67362906e-10,-1.04083549e-09,1.04083549e-09
2.37000000e-08,2.37000000e-08,-8.12287482e-10,-9.74744978e-10,9.74744978e-10
2.39000000e-08,2.39000000e-08,-7.66832142e-10,-9.20198571e-10,9.20198571e-10
2.41000000e-08,2.41000000e-08,-7.21513283e-10,-8.65815939e-10,8.65815939e-10
2.43000000e-08,2.43000000e-08,-6.83499602e-10,-8.20199522e-10,8.20199522e-10
2.45000000e-08,2.45000000e-08,-6.45780391e-10,-7.74936469e-10,7.74936469e-10
2.47000000e-08,2.47000000e-08,-6.13656365e-10,-7.36387638e-10,7.36387638e-10
2.49000000e-08,2.49000000e-08,-5.81937945e-10,-6.98325535e-10,6.98325535e-10
2.51000000e-08,2.51000000e-08,-5.54541279e-10,-6.65449535e-10,6.65449535e-10
2.53000000e-08,2.53000000e-08,-5.27619809e-10,-6.33143771e-10,6.33143771e-10
2.55000000e-08,2.55000000e-08,-5.04064694e-10,-6.04877633e-10,6.04877633e-10
2.57000000e-08,2.57000000e-08,-4.81020974e-10,-5.77225169e-10,5.77225169e-10
2.59000000e-08,2.59000000e-08,-4.60621754e-10,-5.52746105e-10,5.52746105e-10
2.61000000e-08,2.61000000e-08,-4.40744966e-10,-5.28893959e-10,5.28893959e-10
2.63000000e-08,2.63000000e-08,-4.22963531e-10,-5.07556238e-10,5.07556238e-10
2.65000000e-08,2.65000000e-08,-4.05697596e-10,-4.86837116e-10,4.86837116e-10
2.67000000e-08,2.67000000e-08,-3.90106405e-10,-4.68127686e-10,4.68127686e-10
2.69000000e-08,2.69000000e-08,-3.75011636e-10,-4.50013963e-10,4.50013963e-10
2.71000000e-08,2.71000000e-08,-3.61267235e-10,-4.33520682e-10,4.33520682e-10
2.73000000e-08,2.73000000e-08,-3.47992533e-10,-4.17591039e-10,4.17591039e-10
2.75000000e-08,2.75000000e-08,-3.35816286e-10,-4.02979543e-10,4.02979543e-10
2.77000000e-08,2.77000000e-08,-3.24078707e-10,-3.88894448e-10,3.88894448e-10
2.79000000e-08,2.79000000e-08,-3.13242543e-10,-3.75891052e-10,3.75891052e-10
2.81000000e-08,2.81000000e-08,-3.02812112e-10,-3.63374535e-10,3.63374535e-10
2.83000000e-08,2.83000000e-08,-2.93127845e-10,-3.51753413e-10,3.51753413e-10
2.85000000e-08,2.85000000e-08,-2.83816140e-10,-3.40579368e-10,3.40579368e-10
2.87000000e-08,2.87000000e-08,-2.75127350e-10,-3.30152820e-10,3.30152820e-10
2.89000000e-08,2.89000000e-08,-2.66778833e-10,-3.20134599e-10,3.20134599e-10
2.91000000e-08,2.91000000e-08,-2.58954638e-10,-3.10745566e-10,3.10745566e-10
2.93000000e-08,2.93000000e-08,-2.51440011e-10,-3.01728013e-10,3.01728013e-10
2.95000000e-08,2.95000000e-08,-2.44370223e-10,-2.93244268e-10,2.93244268e-10
2.97000000e-08,2.97000000e-08,-2.37581287e-10,-2.85097545e-10,2.85097545e-10
2.99000000e-08,2.99000000e-08,-2.31172613e-10,-2.77407136e-10,2.77407136e-10
3.00000000e-08,3.00000000e-08,-2.28049022e-10,-2.73658827e-10,2.73658827e-10
3.00200000e-08,3.00200000e-08,-2.27437808e-10,-2.72925369e-10,2.72925369e-10
3.00400000e-08,3.00400000e-08,-2.26828804e-10,-2.72194565e-10,2.72194565e-10
