Index       TIME              V(A)              V(B)              V(C)              V(D)              V(S)              V(C)       
6842     1.83091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.73750707e-08    0.00000000e+00
6843     1.83141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.72938252e-08    0.00000000e+00
6844     1.83191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.72127804e-08    0.00000000e+00
6845     1.83241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.71319351e-08    0.00000000e+00
6846     1.83291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.70512889e-08    0.00000000e+00
6847     1.83341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.69708412e-08    0.00000000e+00
6848     1.83391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.68905912e-08    0.00000000e+00
6849     1.83441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.68105382e-08    0.00000000e+00
6850     1.83491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.67306820e-08    0.00000000e+00
6851     1.83541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.66510214e-08    0.00000000e+00
6852     1.83591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.65715561e-08    0.00000000e+00
6853     1.83641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.64922853e-08    0.00000000e+00
6854     1.83691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.64132084e-08    0.00000000e+00
6855     1.83741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.63343249e-08    0.00000000e+00
6856     1.83791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.62556339e-08    0.00000000e+00
6857     1.83841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.61771351e-08    0.00000000e+00
6858     1.83891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.60988275e-08    0.00000000e+00
6859     1.83941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.60207109e-08    0.00000000e+00
6860     1.83991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.59427845e-08    0.00000000e+00
6861     1.84041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.58650474e-08    0.00000000e+00
6862     1.84091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.57874994e-08    0.00000000e+00
6863     1.84141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.57101397e-08    0.00000000e+00
6864     1.84191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.56329677e-08    0.00000000e+00
6865     1.84241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.55559828e-08    0.00000000e+00
6866     1.84291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.54791845e-08    0.00000000e+00
6867     1.84341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.54025720e-08    0.00000000e+00
6868     1.84391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.53261449e-08    0.00000000e+00
6869     1.84441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.52499025e-08    0.00000000e+00
6870     1.84491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.51738442e-08    0.00000000e+00
6871     1.84541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.50979693e-08    0.00000000e+00
6872     1.84591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.50222776e-08    0.00000000e+00
6873     1.84641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.49467680e-08    0.00000000e+00
6874     1.84691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.48714403e-08    0.00000000e+00
6875     1.84741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.47962938e-08    0.00000000e+00
6876     1.84791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.47213279e-08    0.00000000e+00
6877     1.84841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.46465418e-08    0.00000000e+00
6878     1.84891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.45719354e-08    0.00000000e+00
6879     1.84941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.44975077e-08    0.00000000e+00
6880     1.84991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.44232585e-08    0.00000000e+00
6881     1.85041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.43491868e-08    0.00000000e+00
6882     1.85091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.42752925e-08    0.00000000e+00
6883     1.85141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.42015746e-08    0.00000000e+00
6884     1.85191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.41280329e-08    0.00000000e+00
6885     1.85241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.40546665e-08    0.00000000e+00
6886     1.85291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.39814752e-08    0.00000000e+00
6887     1.85341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.39084582e-08    0.00000000e+00
6888     1.85391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.38356150e-08    0.00000000e+00
6889     1.85441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.37629450e-08    0.00000000e+00
6890     1.85491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.36904479e-08    0.00000000e+00
6891     1.85541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.36181228e-08    0.00000000e+00
6892     1.85591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.35459694e-08    0.00000000e+00
6893     1.85641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.34739870e-08    0.00000000e+00
6894     1.85691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.34021754e-08    0.00000000e+00
6895     1.85741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.33305334e-08    0.00000000e+00
6896     1.85791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.32590612e-08    0.00000000e+00
6897     1.85841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.31877577e-08    0.00000000e+00
6898     1.85891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.31166229e-08    0.00000000e+00
6899     1.85941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.30456556e-08    0.00000000e+00
6900     1.85991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.29748558e-08    0.00000000e+00
6901     1.86041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.29042229e-08    0.00000000e+00
6902     1.86091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.28337563e-08    0.00000000e+00
6903     1.86141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.27634554e-08    0.00000000e+00
6904     1.86191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.26933197e-08    0.00000000e+00
6905     1.86241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.26233489e-08    0.00000000e+00
6906     1.86291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.25535421e-08    0.00000000e+00
6907     1.86341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.24838993e-08    0.00000000e+00
6908     1.86391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.24144194e-08    0.00000000e+00
6909     1.86441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.23451025e-08    0.00000000e+00
6910     1.86491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.22759475e-08    0.00000000e+00
6911     1.86541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.22069543e-08    0.00000000e+00
6912     1.86591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.21381222e-08    0.00000000e+00
6913     1.86641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.20694510e-08    0.00000000e+00
6914     1.86691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.20009397e-08    0.00000000e+00
6915     1.86741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.19325882e-08    0.00000000e+00
6916     1.86791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.18643958e-08    0.00000000e+00
6917     1.86841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.17963622e-08    0.00000000e+00
6918     1.86891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.17284867e-08    0.00000000e+00
6919     1.86941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.16607691e-08    0.00000000e+00
6920     1.86991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.15932084e-08    0.00000000e+00
6921     1.87041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.15258047e-08    0.00000000e+00
6922     1.87091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.14585571e-08    0.00000000e+00
6923     1.87141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.13914655e-08    0.00000000e+00
6924     1.87191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.13245288e-08    0.00000000e+00
6925     1.87241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.12577472e-08    0.00000000e+00
6926     1.87291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.11911198e-08    0.00000000e+00
6927     1.87341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.11246463e-08    0.00000000e+00
6928     1.87391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.10583260e-08    0.00000000e+00
6929     1.87441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.09921590e-08    0.00000000e+00
6930     1.87491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.09261442e-08    0.00000000e+00
6931     1.87541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.08602813e-08    0.00000000e+00
6932     1.87591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.07945701e-08    0.00000000e+00
6933     1.87641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.07290099e-08    0.00000000e+00
6934     1.87691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.06636001e-08    0.00000000e+00
6935     1.87741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.05983406e-08    0.00000000e+00
6936     1.87791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.05332307e-08    0.00000000e+00
6937     1.87841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.04682701e-08    0.00000000e+00
6938     1.87891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.04034581e-08    0.00000000e+00
6939     1.87941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.03387944e-08    0.00000000e+00
6940     1.87991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.02742787e-08    0.00000000e+00
6941     1.88041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.02099103e-08    0.00000000e+00
6942     1.88091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.01456888e-08    0.00000000e+00
6943     1.88141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.00816137e-08    0.00000000e+00
6944     1.88191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    5.00176848e-08    0.00000000e+00
6945     1.88241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.99539016e-08    0.00000000e+00
6946     1.88291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.98902635e-08    0.00000000e+00
6947     1.88341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.98267701e-08    0.00000000e+00
6948     1.88391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.97634210e-08    0.00000000e+00
6949     1.88441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.97002157e-08    0.00000000e+00
6950     1.88491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.96371539e-08    0.00000000e+00
6951     1.88541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.95742351e-08    0.00000000e+00
6952     1.88591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.95114588e-08    0.00000000e+00
6953     1.88641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.94488246e-08    0.00000000e+00
6954     1.88691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.93863321e-08    0.00000000e+00
6955     1.88741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.93239809e-08    0.00000000e+00
6956     1.88791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.92617705e-08    0.00000000e+00
6957     1.88841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.91997005e-08    0.00000000e+00
6958     1.88891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.91377707e-08    0.00000000e+00
6959     1.88941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.90759803e-08    0.00000000e+00
6960     1.88991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.90143291e-08    0.00000000e+00
6961     1.89041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.89528167e-08    0.00000000e+00
6962     1.89091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.88914425e-08    0.00000000e+00
6963     1.89141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.88302064e-08    0.00000000e+00
6964     1.89191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.87691076e-08    0.00000000e+00
6965     1.89241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.87081459e-08    0.00000000e+00
6966     1.89291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.86473211e-08    0.00000000e+00
6967     1.89341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.85866324e-08    0.00000000e+00
6968     1.89391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.85260796e-08    0.00000000e+00
6969     1.89441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.84656621e-08    0.00000000e+00
6970     1.89491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.84053799e-08    0.00000000e+00
6971     1.89541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.83452322e-08    0.00000000e+00
6972     1.89591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.82852188e-08    0.00000000e+00
6973     1.89641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.82253393e-08    0.00000000e+00
6974     1.89691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.81655933e-08    0.00000000e+00
6975     1.89741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.81059802e-08    0.00000000e+00
6976     1.89791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.80464998e-08    0.00000000e+00
6977     1.89841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.79871517e-08    0.00000000e+00
6978     1.89891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.79279357e-08    0.00000000e+00
6979     1.89941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.78688509e-08    0.00000000e+00
6980     1.89991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.78098973e-08    0.00000000e+00
6981     1.90041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.77510743e-08    0.00000000e+00
6982     1.90091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.76923820e-08    0.00000000e+00
6983     1.90141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.76338192e-08    0.00000000e+00
6984     1.90191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.75753862e-08    0.00000000e+00
6985     1.90241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.75170823e-08    0.00000000e+00
6986     1.90291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.74589073e-08    0.00000000e+00
6987     1.90341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.74008605e-08    0.00000000e+00
6988     1.90391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.73429420e-08    0.00000000e+00
6989     1.90441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.72851511e-08    0.00000000e+00
6990     1.90491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.72274875e-08    0.00000000e+00
6991     1.90541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.71699508e-08    0.00000000e+00
6992     1.90591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.71125407e-08    0.00000000e+00
6993     1.90641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.70552566e-08    0.00000000e+00
6994     1.90691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.69980984e-08    0.00000000e+00
6995     1.90741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.69410657e-08    0.00000000e+00
6996     1.90791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.68841580e-08    0.00000000e+00
6997     1.90841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.68273750e-08    0.00000000e+00
6998     1.90891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.67707166e-08    0.00000000e+00
6999     1.90941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.67141818e-08    0.00000000e+00
7000     1.90991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.66577708e-08    0.00000000e+00
7001     1.91041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.66014831e-08    0.00000000e+00
7002     1.91091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.65453183e-08    0.00000000e+00
7003     1.91141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.64892760e-08    0.00000000e+00
7004     1.91191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.64333558e-08    0.00000000e+00
7005     1.91241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.63775576e-08    0.00000000e+00
7006     1.91291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.63218808e-08    0.00000000e+00
7007     1.91341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.62663251e-08    0.00000000e+00
7008     1.91391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.62108903e-08    0.00000000e+00
7009     1.91441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.61555759e-08    0.00000000e+00
7010     1.91491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.61003815e-08    0.00000000e+00
7011     1.91541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.60453068e-08    0.00000000e+00
7012     1.91591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.59903517e-08    0.00000000e+00
7013     1.91641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.59355154e-08    0.00000000e+00
7014     1.91691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.58807979e-08    0.00000000e+00
7015     1.91741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.58261988e-08    0.00000000e+00
7016     1.91791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.57717176e-08    0.00000000e+00
7017     1.91841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.57173542e-08    0.00000000e+00
7018     1.91891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.56631081e-08    0.00000000e+00
7019     1.91941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.56089789e-08    0.00000000e+00
7020     1.91991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.55549666e-08    0.00000000e+00
7021     1.92041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.55010704e-08    0.00000000e+00
7022     1.92091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.54472903e-08    0.00000000e+00
7023     1.92141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.53936259e-08    0.00000000e+00
7024     1.92191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.53400767e-08    0.00000000e+00
7025     1.92241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.52866426e-08    0.00000000e+00
7026     1.92291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.52333232e-08    0.00000000e+00
7027     1.92341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.51801182e-08    0.00000000e+00
7028     1.92391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.51270270e-08    0.00000000e+00
7029     1.92441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.50740497e-08    0.00000000e+00
7030     1.92491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.50211858e-08    0.00000000e+00
7031     1.92541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.49684347e-08    0.00000000e+00
7032     1.92591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.49157966e-08    0.00000000e+00
7033     1.92641810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.48632708e-08    0.00000000e+00
7034     1.92691810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.48108571e-08    0.00000000e+00
7035     1.92741810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.47585550e-08    0.00000000e+00
7036     1.92791810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.47063647e-08    0.00000000e+00
7037     1.92841810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.46542852e-08    0.00000000e+00
7038     1.92891810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.46023167e-08    0.00000000e+00
7039     1.92941810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.45504587e-08    0.00000000e+00
7040     1.92991810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.44987108e-08    0.00000000e+00
7041     1.93041810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.44470729e-08    0.00000000e+00
7042     1.93091810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.43955445e-08    0.00000000e+00
7043     1.93141810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.43441253e-08    0.00000000e+00
7044     1.93191810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.42928151e-08    0.00000000e+00
7045     1.93241810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.42416137e-08    0.00000000e+00
7046     1.93291810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.41905204e-08    0.00000000e+00
7047     1.93341810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.41395353e-08    0.00000000e+00
7048     1.93391810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.40886579e-08    0.00000000e+00
7049     1.93441810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.40378878e-08    0.00000000e+00
7050     1.93491810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.39872250e-08    0.00000000e+00
7051     1.93541810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.39366690e-08    0.00000000e+00
7052     1.93591810e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    4.38862194e-08    0.00000000e+00
