TIME,TIME,I(VDD),{-V(VDD)*I(VDD)}
1.51600000e-08,1.51600000e-08,-3.02285174e-11,3.62742209e-11
1.52100000e-08,1.52100000e-08,-3.02285174e-11,3.62742209e-11
1.52600000e-08,1.52600000e-08,-3.02285174e-11,3.62742209e-11
1.53100000e-08,1.53100000e-08,-3.02285174e-11,3.62742209e-11
1.53600000e-08,1.53600000e-08,-3.02285174e-11,3.62742209e-11
1.54100000e-08,1.54100000e-08,-3.02285174e-11,3.62742209e-11
1.54600000e-08,1.54600000e-08,-3.02285174e-11,3.62742209e-11
1.55100000e-08,1.55100000e-08,-3.02285174e-11,3.62742209e-11
1.55600000e-08,1.55600000e-08,-3.02285174e-11,3.62742209e-11
1.56100000e-08,1.56100000e-08,-3.02285174e-11,3.62742209e-11
1.56600000e-08,1.56600000e-08,-3.02285174e-11,3.62742209e-11
1.57100000e-08,1.57100000e-08,-3.02285174e-11,3.62742209e-11
1.57600000e-08,1.57600000e-08,-3.02285174e-11,3.62742209e-11
1.58100000e-08,1.58100000e-08,-3.02285174e-11,3.62742209e-11
1.58600000e-08,1.58600000e-08,-3.02285174e-11,3.62742209e-11
1.59100000e-08,1.59100000e-08,-3.02285174e-11,3.62742209e-11
1.59600000e-08,1.59600000e-08,-3.02285174e-11,3.62742209e-11
1.60100000e-08,1.60100000e-08,-3.02285174e-11,3.62742209e-11
1.60600000e-08,1.60600000e-08,-3.02285174e-11,3.62742209e-11
1.61100000e-08,1.61100000e-08,-3.02285174e-11,3.62742209e-11
1.61600000e-08,1.61600000e-08,-3.02285174e-11,3.62742209e-11
1.62100000e-08,1.62100000e-08,-3.02285174e-11,3.62742209e-11
1.62600000e-08,1.62600000e-08,-3.02285174e-11,3.62742209e-11
1.63100000e-08,1.63100000e-08,-3.02285174e-11,3.62742209e-11
1.63600000e-08,1.63600000e-08,-3.02285174e-11,3.62742209e-11
1.64100000e-08,1.64100000e-08,-3.02285174e-11,3.62742209e-11
1.64600000e-08,1.64600000e-08,-3.02285174e-11,3.62742209e-11
1.65100000e-08,1.65100000e-08,-3.02285174e-11,3.62742209e-11
1.65600000e-08,1.65600000e-08,-3.02285174e-11,3.62742209e-11
1.66100000e-08,1.66100000e-08,-3.02285174e-11,3.62742209e-11
1.66600000e-08,1.66600000e-08,-3.02285174e-11,3.62742209e-11
1.67100000e-08,1.67100000e-08,-3.02285174e-11,3.62742209e-11
1.67600000e-08,1.67600000e-08,-3.02285174e-11,3.62742209e-11
1.68100000e-08,1.68100000e-08,-3.02285174e-11,3.62742209e-11
1.68600000e-08,1.68600000e-08,-3.02285174e-11,3.62742209e-11
1.69100000e-08,1.69100000e-08,-3.02285174e-11,3.62742209e-11
1.69600000e-08,1.69600000e-08,-3.02285174e-11,3.62742209e-11
1.70100000e-08,1.70100000e-08,-3.02285174e-11,3.62742209e-11
1.70600000e-08,1.70600000e-08,-3.02285174e-11,3.62742209e-11
1.71100000e-08,1.71100000e-08,-3.02285174e-11,3.62742209e-11
1.71600000e-08,1.71600000e-08,-3.02285174e-11,3.62742209e-11
1.72100000e-08,1.72100000e-08,-3.02285174e-11,3.62742209e-11
1.72600000e-08,1.72600000e-08,-3.02285174e-11,3.62742209e-11
