TIME,V(_00_),V(_01_),V(_02_),V(_03_),V(_04_)
1.55770340e-07,1.19704119e+00,7.17569482e-10,5.69323187e-09,1.20000000e+00,1.04152097e+00
1.55770591e-07,1.19705422e+00,7.17562234e-10,5.69335198e-09,1.20000000e+00,1.04273292e+00
1.55770842e-07,1.19706715e+00,7.17555054e-10,5.69347210e-09,1.20000000e+00,1.04394203e+00
1.55771093e-07,1.19707996e+00,7.17547933e-10,5.69359222e-09,1.20000000e+00,1.04514820e+00
1.55771344e-07,1.19709267e+00,7.17540873e-10,5.69371236e-09,1.20000000e+00,1.04635131e+00
1.55771595e-07,1.19710527e+00,7.17533878e-10,5.69383250e-09,1.20000000e+00,1.04755126e+00
1.55771845e-07,1.19711776e+00,7.17526949e-10,5.69395266e-09,1.20000000e+00,1.04874795e+00
1.55772096e-07,1.19713015e+00,7.17520077e-10,5.69407283e-09,1.20000000e+00,1.04994125e+00
1.55772347e-07,1.19714243e+00,7.17513265e-10,5.69419300e-09,1.20000000e+00,1.05113109e+00
1.55772598e-07,1.19715461e+00,7.17506515e-10,5.69431319e-09,1.20000000e+00,1.05231734e+00
1.55772849e-07,1.19716669e+00,7.17499817e-10,5.69443339e-09,1.20000000e+00,1.05349991e+00
1.55773100e-07,1.19717867e+00,7.17493175e-10,5.69455359e-09,1.20000000e+00,1.05467871e+00
1.55773350e-07,1.19719055e+00,7.17486590e-10,5.69467381e-09,1.20000000e+00,1.05585363e+00
1.55773601e-07,1.19720232e+00,7.17480066e-10,5.69479404e-09,1.20000000e+00,1.05702459e+00
1.55773852e-07,1.19721401e+00,7.17473592e-10,5.69491427e-09,1.20000000e+00,1.05819148e+00
1.55774103e-07,1.19722559e+00,7.17467172e-10,5.69503452e-09,1.20000000e+00,1.05935421e+00
1.55774354e-07,1.19723708e+00,7.17460806e-10,5.69515478e-09,1.20000000e+00,1.06051270e+00
1.55774605e-07,1.19724848e+00,7.17454499e-10,5.69527505e-09,1.20000000e+00,1.06166686e+00
1.55774855e-07,1.19725979e+00,7.17448239e-10,5.69539533e-09,1.20000000e+00,1.06281660e+00
1.55775106e-07,1.19727100e+00,7.17442030e-10,5.69551562e-09,1.20000000e+00,1.06396183e+00
1.55775357e-07,1.19728212e+00,7.17435874e-10,5.69563592e-09,1.20000000e+00,1.06510248e+00
1.55775608e-07,1.19729315e+00,7.17429772e-10,5.69575622e-09,1.20000000e+00,1.06623845e+00
1.55775859e-07,1.19730409e+00,7.17423728e-10,5.69587654e-09,1.20000000e+00,1.06736968e+00
1.55776110e-07,1.19731494e+00,7.17417730e-10,5.69599687e-09,1.20000000e+00,1.06849608e+00
1.55776360e-07,1.19732571e+00,7.17411781e-10,5.69611721e-09,1.20000000e+00,1.06961758e+00
1.55776611e-07,1.19733639e+00,7.17405884e-10,5.69623756e-09,1.20000000e+00,1.07073410e+00
1.55776862e-07,1.19734698e+00,7.17400028e-10,5.69635792e-09,1.20000000e+00,1.07184557e+00
1.55777113e-07,1.19735749e+00,7.17394228e-10,5.69647829e-09,1.20000000e+00,1.07295192e+00
1.55777364e-07,1.19736792e+00,7.17388473e-10,5.69659867e-09,1.20000000e+00,1.07405309e+00
1.55777615e-07,1.19737826e+00,7.17382766e-10,5.69671906e-09,1.20000000e+00,1.07514899e+00
1.55777865e-07,1.19738852e+00,7.17377096e-10,5.69683946e-09,1.20000000e+00,1.07623958e+00
1.55778116e-07,1.19739870e+00,7.17371478e-10,5.69695988e-09,1.20000000e+00,1.07732478e+00
1.55778367e-07,1.19740880e+00,7.17365902e-10,5.69708030e-09,1.20000000e+00,1.07840454e+00
1.55778618e-07,1.19741883e+00,7.17360369e-10,5.69720073e-09,1.20000000e+00,1.07947879e+00
1.55778869e-07,1.19742877e+00,7.17354883e-10,5.69732117e-09,1.20000000e+00,1.08054747e+00
1.55779120e-07,1.19743864e+00,7.17349444e-10,5.69744162e-09,1.20000000e+00,1.08161054e+00
1.55779370e-07,1.19744843e+00,7.17344043e-10,5.69756208e-09,1.20000000e+00,1.08266793e+00
1.55779621e-07,1.19745814e+00,7.17338693e-10,5.69768256e-09,1.20000000e+00,1.08371959e+00
1.55779872e-07,1.19746778e+00,7.17333384e-10,5.69780304e-09,1.20000000e+00,1.08476547e+00
1.55780123e-07,1.19747735e+00,7.17328118e-10,5.69792354e-09,1.20000000e+00,1.08580553e+00
1.55780374e-07,1.19748684e+00,7.17322884e-10,5.69804404e-09,1.20000000e+00,1.08683971e+00
1.55780625e-07,1.19749626e+00,7.17317698e-10,5.69816455e-09,1.20000000e+00,1.08786797e+00
1.55780875e-07,1.19750561e+00,7.17312548e-10,5.69828508e-09,1.20000000e+00,1.08889027e+00
1.55781126e-07,1.19751488e+00,7.17307436e-10,5.69840561e-09,1.20000000e+00,1.08990656e+00
1.55781377e-07,1.19752409e+00,7.17302364e-10,5.69852615e-09,1.20000000e+00,1.09091681e+00
1.55781628e-07,1.19753323e+00,7.17297334e-10,5.69864671e-09,1.20000000e+00,1.09192097e+00
1.55781879e-07,1.19754230e+00,7.17292348e-10,5.69876727e-09,1.20000000e+00,1.09291901e+00
1.55782130e-07,1.19755130e+00,7.17287395e-10,5.69888785e-09,1.20000000e+00,1.09391089e+00
1.55782380e-07,1.19756023e+00,7.17282489e-10,5.69900844e-09,1.20000000e+00,1.09489658e+00
1.55782631e-07,1.19756910e+00,7.17277618e-10,5.69912903e-09,1.20000000e+00,1.09587605e+00
1.55782882e-07,1.19757790e+00,7.17272786e-10,5.69924964e-09,1.20000000e+00,1.09684926e+00
1.55783133e-07,1.19758664e+00,7.17267993e-10,5.69937026e-09,1.20000000e+00,1.09781620e+00
1.55783384e-07,1.19759531e+00,7.17263229e-10,5.69949089e-09,1.20000000e+00,1.09877683e+00
1.55783635e-07,1.19760392e+00,7.17258507e-10,5.69961152e-09,1.20000000e+00,1.09973113e+00
1.55783885e-07,1.19761246e+00,7.17253818e-10,5.69973217e-09,1.20000000e+00,1.10067906e+00
1.55784136e-07,1.19762094e+00,7.17249162e-10,5.69985283e-09,1.20000000e+00,1.10162063e+00
1.55784387e-07,1.19762937e+00,7.17244542e-10,5.69997349e-09,1.20000000e+00,1.10255579e+00
1.55784638e-07,1.19763773e+00,7.17239959e-10,5.70009417e-09,1.20000000e+00,1.10348453e+00
1.55784889e-07,1.19764602e+00,7.17235401e-10,5.70021486e-09,1.20000000e+00,1.10440684e+00
1.55785140e-07,1.19765426e+00,7.17230885e-10,5.70033555e-09,1.20000000e+00,1.10532270e+00
1.55785390e-07,1.19766244e+00,7.17226397e-10,5.70045626e-09,1.20000000e+00,1.10623209e+00
1.55785641e-07,1.19767057e+00,7.17221940e-10,5.70057698e-09,1.20000000e+00,1.10713500e+00
1.55785892e-07,1.19767863e+00,7.17217528e-10,5.70069771e-09,1.20000000e+00,1.10803143e+00
1.55786143e-07,1.19768664e+00,7.17213137e-10,5.70081845e-09,1.20000000e+00,1.10892135e+00
1.55786394e-07,1.19769459e+00,7.17208782e-10,5.70093920e-09,1.20000000e+00,1.10980477e+00
1.55786645e-07,1.19770248e+00,7.17204463e-10,5.70105996e-09,1.20000000e+00,1.11068167e+00
1.55786895e-07,1.19771032e+00,7.17200170e-10,5.70118073e-09,1.20000000e+00,1.11155204e+00
1.55787146e-07,1.19771810e+00,7.17195917e-10,5.70130151e-09,1.20000000e+00,1.11241589e+00
1.55787397e-07,1.19772583e+00,7.17191691e-10,5.70142230e-09,1.20000000e+00,1.11327322e+00
1.55787648e-07,1.19773351e+00,7.17187495e-10,5.70154310e-09,1.20000000e+00,1.11412401e+00
1.55787899e-07,1.19774113e+00,7.17183331e-10,5.70166391e-09,1.20000000e+00,1.11496827e+00
1.55788150e-07,1.19774870e+00,7.17179186e-10,5.70178474e-09,1.20000000e+00,1.11580599e+00
1.55788400e-07,1.19775621e+00,7.17175076e-10,5.70190557e-09,1.20000000e+00,1.11663719e+00
1.55788651e-07,1.19776368e+00,7.17171001e-10,5.70202641e-09,1.20000000e+00,1.11746186e+00
1.55788902e-07,1.19777109e+00,7.17166951e-10,5.70214726e-09,1.20000000e+00,1.11828001e+00
1.55789153e-07,1.19777845e+00,7.17162926e-10,5.70226812e-09,1.20000000e+00,1.11909165e+00
1.55789404e-07,1.19778577e+00,7.17158927e-10,5.70238899e-09,1.20000000e+00,1.11989677e+00
1.55789655e-07,1.19779303e+00,7.17154958e-10,5.70250988e-09,1.20000000e+00,1.12069539e+00
1.55789906e-07,1.19780025e+00,7.17151018e-10,5.70263077e-09,1.20000000e+00,1.12148752e+00
1.55790156e-07,1.19780741e+00,7.17147108e-10,5.70275168e-09,1.20000000e+00,1.12227316e+00
1.55790407e-07,1.19781453e+00,7.17143231e-10,5.70287259e-09,1.20000000e+00,1.12305233e+00
1.55790658e-07,1.19782160e+00,7.17139373e-10,5.70299352e-09,1.20000000e+00,1.12382505e+00
1.55790909e-07,1.19782862e+00,7.17135538e-10,5.70311445e-09,1.20000000e+00,1.12459131e+00
1.55791160e-07,1.19783560e+00,7.17131739e-10,5.70323539e-09,1.20000000e+00,1.12535114e+00
1.55791411e-07,1.19784253e+00,7.17127964e-10,5.70335635e-09,1.20000000e+00,1.12610455e+00
1.55791661e-07,1.19784942e+00,7.17124214e-10,5.70347731e-09,1.20000000e+00,1.12685156e+00
1.55791912e-07,1.19785626e+00,7.17120491e-10,5.70359829e-09,1.20000000e+00,1.12759218e+00
1.55792163e-07,1.19786305e+00,7.17116783e-10,5.70371928e-09,1.20000000e+00,1.12832644e+00
1.55792414e-07,1.19786980e+00,7.17113105e-10,5.70384027e-09,1.20000000e+00,1.12905434e+00
1.55792665e-07,1.19787651e+00,7.17109456e-10,5.70396128e-09,1.20000000e+00,1.12977592e+00
1.55792916e-07,1.19788317e+00,7.17105827e-10,5.70408230e-09,1.20000000e+00,1.13049118e+00
1.55793166e-07,1.19788980e+00,7.17102218e-10,5.70420333e-09,1.20000000e+00,1.13120016e+00
1.55793417e-07,1.19789637e+00,7.17098642e-10,5.70432436e-09,1.20000000e+00,1.13190287e+00
1.55793668e-07,1.19790291e+00,7.17095089e-10,5.70444541e-09,1.20000000e+00,1.13259933e+00
1.55793919e-07,1.19790940e+00,7.17091559e-10,5.70456647e-09,1.20000000e+00,1.13328958e+00
1.55794170e-07,1.19791586e+00,7.17088053e-10,5.70468754e-09,1.20000000e+00,1.13397362e+00
1.55794421e-07,1.19792227e+00,7.17084572e-10,5.70480862e-09,1.20000000e+00,1.13465150e+00
1.55794671e-07,1.19792864e+00,7.17081105e-10,5.70492971e-09,1.20000000e+00,1.13532323e+00
1.55794922e-07,1.19793497e+00,7.17077666e-10,5.70505081e-09,1.20000000e+00,1.13598883e+00
1.55795173e-07,1.19794127e+00,7.17074243e-10,5.70517192e-09,1.20000000e+00,1.13664835e+00
1.55795424e-07,1.19794752e+00,7.17070850e-10,5.70529304e-09,1.20000000e+00,1.13730179e+00
1.55795675e-07,1.19795373e+00,7.17067475e-10,5.70541417e-09,1.20000000e+00,1.13794920e+00
1.55795926e-07,1.19795991e+00,7.17064119e-10,5.70553531e-09,1.20000000e+00,1.13859060e+00
1.55796176e-07,1.19796605e+00,7.17060783e-10,5.70565646e-09,1.20000000e+00,1.13922601e+00
1.55796427e-07,1.19797215e+00,7.17057469e-10,5.70577762e-09,1.20000000e+00,1.13985548e+00
1.55796678e-07,1.19797821e+00,7.17054178e-10,5.70589879e-09,1.20000000e+00,1.14047902e+00
1.55796929e-07,1.19798423e+00,7.17050909e-10,5.70601998e-09,1.20000000e+00,1.14109667e+00
1.55797180e-07,1.19799022e+00,7.17047665e-10,5.70614117e-09,1.20000000e+00,1.14170847e+00
1.55797431e-07,1.19799618e+00,7.17044433e-10,5.70626237e-09,1.20000000e+00,1.14231443e+00
1.55797681e-07,1.19800209e+00,7.17041227e-10,5.70638358e-09,1.20000000e+00,1.14291460e+00
1.55797932e-07,1.19800797e+00,7.17038035e-10,5.70650481e-09,1.20000000e+00,1.14350900e+00
1.55798183e-07,1.19801382e+00,7.17034872e-10,5.70662604e-09,1.20000000e+00,1.14409768e+00
1.55798434e-07,1.19801963e+00,7.17031725e-10,5.70674729e-09,1.20000000e+00,1.14468065e+00
1.55798685e-07,1.19802541e+00,7.17028595e-10,5.70686854e-09,1.20000000e+00,1.14525797e+00
1.55798936e-07,1.19803115e+00,7.17025483e-10,5.70698980e-09,1.20000000e+00,1.14582965e+00
1.55799186e-07,1.19803686e+00,7.17022390e-10,5.70711107e-09,1.20000000e+00,1.14639573e+00
1.55799437e-07,1.19804253e+00,7.17019317e-10,5.70723236e-09,1.20000000e+00,1.14695626e+00
1.55799688e-07,1.19804818e+00,7.17016265e-10,5.70735365e-09,1.20000000e+00,1.14751125e+00
1.55799939e-07,1.19805378e+00,7.17013234e-10,5.70747495e-09,1.20000000e+00,1.14806076e+00
1.55800190e-07,1.19805936e+00,7.17010214e-10,5.70759627e-09,1.20000000e+00,1.14860481e+00
1.55800441e-07,1.19806490e+00,7.17007217e-10,5.70771760e-09,1.20000000e+00,1.14914344e+00
1.55800691e-07,1.19807042e+00,7.17004243e-10,5.70783894e-09,1.20000000e+00,1.14967668e+00
1.55800942e-07,1.19807590e+00,7.17001282e-10,5.70796029e-09,1.20000000e+00,1.15020458e+00
1.55801193e-07,1.19808135e+00,7.16998335e-10,5.70808164e-09,1.20000000e+00,1.15072717e+00
1.55801444e-07,1.19808676e+00,7.16995414e-10,5.70820301e-09,1.20000000e+00,1.15124448e+00
1.55801695e-07,1.19809215e+00,7.16992507e-10,5.70832439e-09,1.20000000e+00,1.15175655e+00
1.55801946e-07,1.19809751e+00,7.16989616e-10,5.70844578e-09,1.20000000e+00,1.15226342e+00
1.55802196e-07,1.19810283e+00,7.16986742e-10,5.70856718e-09,1.20000000e+00,1.15276513e+00
1.55802447e-07,1.19810813e+00,7.16983885e-10,5.70868859e-09,1.20000000e+00,1.15326171e+00
1.55802698e-07,1.19811340e+00,7.16981046e-10,5.70881001e-09,1.20000000e+00,1.15375319e+00
1.55802949e-07,1.19811863e+00,7.16978213e-10,5.70893144e-09,1.20000000e+00,1.15423963e+00
1.55803200e-07,1.19812384e+00,7.16975400e-10,5.70905288e-09,1.20000000e+00,1.15472105e+00
1.55803451e-07,1.19812902e+00,7.16972608e-10,5.70917433e-09,1.20000000e+00,1.15519750e+00
1.55803701e-07,1.19813417e+00,7.16969824e-10,5.70929579e-09,1.20000000e+00,1.15566901e+00
1.55803952e-07,1.19813930e+00,7.16967063e-10,5.70941727e-09,1.20000000e+00,1.15613561e+00
1.55804203e-07,1.19814439e+00,7.16964312e-10,5.70953875e-09,1.20000000e+00,1.15659735e+00
1.55804454e-07,1.19814946e+00,7.16961584e-10,5.70966024e-09,1.20000000e+00,1.15705427e+00
1.55804705e-07,1.19815450e+00,7.16958868e-10,5.70978174e-09,1.20000000e+00,1.15750640e+00
1.55804956e-07,1.19815951e+00,7.16956164e-10,5.70990325e-09,1.20000000e+00,1.15795378e+00
1.55805206e-07,1.19816449e+00,7.16953474e-10,5.71002478e-09,1.20000000e+00,1.15839645e+00
1.55805457e-07,1.19816945e+00,7.16950810e-10,5.71014631e-09,1.20000000e+00,1.15883445e+00
1.55805708e-07,1.19817438e+00,7.16948160e-10,5.71026786e-09,1.20000000e+00,1.15926781e+00
1.55805959e-07,1.19817929e+00,7.16945525e-10,5.71038941e-09,1.20000000e+00,1.15969657e+00
1.55806210e-07,1.19818417e+00,7.16942893e-10,5.71051098e-09,1.20000000e+00,1.16012078e+00
1.55806461e-07,1.19818902e+00,7.16940278e-10,5.71063255e-09,1.20000000e+00,1.16054046e+00
1.55806711e-07,1.19819385e+00,7.16937681e-10,5.71075414e-09,1.20000000e+00,1.16095566e+00
1.55806962e-07,1.19819865e+00,7.16935101e-10,5.71087574e-09,1.20000000e+00,1.16136642e+00
1.55807213e-07,1.19820343e+00,7.16932527e-10,5.71099735e-09,1.20000000e+00,1.16177277e+00
1.55807464e-07,1.19820818e+00,7.16929973e-10,5.71111896e-09,1.20000000e+00,1.16217475e+00
1.55807715e-07,1.19821291e+00,7.16927426e-10,5.71124059e-09,1.20000000e+00,1.16257239e+00
1.55807966e-07,1.19821761e+00,7.16924900e-10,5.71136223e-09,1.20000000e+00,1.16296575e+00
1.55808216e-07,1.19822229e+00,7.16922382e-10,5.71148388e-09,1.20000000e+00,1.16335485e+00
1.55808467e-07,1.19822695e+00,7.16919886e-10,5.71160554e-09,1.20000000e+00,1.16373973e+00
1.55808718e-07,1.19823158e+00,7.16917400e-10,5.71172721e-09,1.20000000e+00,1.16412043e+00
1.55808969e-07,1.19823619e+00,7.16914925e-10,5.71184889e-09,1.20000000e+00,1.16449698e+00
1.55809220e-07,1.19824077e+00,7.16912460e-10,5.71197058e-09,1.20000000e+00,1.16486943e+00
1.55809471e-07,1.19824533e+00,7.16910008e-10,5.71209228e-09,1.20000000e+00,1.16523781e+00
1.55809721e-07,1.19824987e+00,7.16907568e-10,5.71221398e-09,1.20000000e+00,1.16560215e+00
1.55809972e-07,1.19825439e+00,7.16905142e-10,5.71233570e-09,1.20000000e+00,1.16596250e+00
1.55810223e-07,1.19825888e+00,7.16902729e-10,5.71245743e-09,1.20000000e+00,1.16631889e+00
1.55810474e-07,1.19826335e+00,7.16900331e-10,5.71257917e-09,1.20000000e+00,1.16667136e+00
1.55810725e-07,1.19826780e+00,7.16897947e-10,5.71270092e-09,1.20000000e+00,1.16701995e+00
1.55810976e-07,1.19827222e+00,7.16895579e-10,5.71282268e-09,1.20000000e+00,1.16736468e+00
1.55811227e-07,1.19827663e+00,7.16893214e-10,5.71294446e-09,1.20000000e+00,1.16770560e+00
1.55811477e-07,1.19828101e+00,7.16890865e-10,5.71306624e-09,1.20000000e+00,1.16804274e+00
1.55811728e-07,1.19828537e+00,7.16888534e-10,5.71318804e-09,1.20000000e+00,1.16837614e+00
1.55811979e-07,1.19828971e+00,7.16886207e-10,5.71330984e-09,1.20000000e+00,1.16870584e+00
1.55812230e-07,1.19829403e+00,7.16883899e-10,5.71343166e-09,1.20000000e+00,1.16903186e+00
1.55812481e-07,1.19829833e+00,7.16881596e-10,5.71355348e-09,1.20000000e+00,1.16935425e+00
1.55812732e-07,1.19830261e+00,7.16879301e-10,5.71367532e-09,1.20000000e+00,1.16967304e+00
1.55812982e-07,1.19830686e+00,7.16877026e-10,5.71379716e-09,1.20000000e+00,1.16998827e+00
1.55813233e-07,1.19831110e+00,7.16874758e-10,5.71391902e-09,1.20000000e+00,1.17029996e+00
1.55813484e-07,1.19831532e+00,7.16872499e-10,5.71404089e-09,1.20000000e+00,1.17060816e+00
1.55813735e-07,1.19831951e+00,7.16870249e-10,5.71416276e-09,1.20000000e+00,1.17091290e+00
1.55813986e-07,1.19832369e+00,7.16868009e-10,5.71428465e-09,1.20000000e+00,1.17121421e+00
1.55814237e-07,1.19832785e+00,7.16865792e-10,5.71440655e-09,1.20000000e+00,1.17151212e+00
1.55814487e-07,1.19833198e+00,7.16863572e-10,5.71452845e-09,1.20000000e+00,1.17180668e+00
1.55814738e-07,1.19833610e+00,7.16861364e-10,5.71465037e-09,1.20000000e+00,1.17209791e+00
1.55814989e-07,1.19834020e+00,7.16859168e-10,5.71477231e-09,1.20000000e+00,1.17238585e+00
1.55815240e-07,1.19834428e+00,7.16856984e-10,5.71489425e-09,1.20000000e+00,1.17267053e+00
1.55815491e-07,1.19834834e+00,7.16854813e-10,5.71501620e-09,1.20000000e+00,1.17295199e+00
1.55815742e-07,1.19835238e+00,7.16852655e-10,5.71513816e-09,1.20000000e+00,1.17323025e+00
1.55815992e-07,1.19835640e+00,7.16850511e-10,5.71526013e-09,1.20000000e+00,1.17350535e+00
1.55816243e-07,1.19836041e+00,7.16848368e-10,5.71538211e-09,1.20000000e+00,1.17377732e+00
1.55816494e-07,1.19836439e+00,7.16846239e-10,5.71550411e-09,1.20000000e+00,1.17404620e+00
1.55816745e-07,1.19836836e+00,7.16844126e-10,5.71562611e-09,1.20000000e+00,1.17431201e+00
1.55816996e-07,1.19837231e+00,7.16842015e-10,5.71574812e-09,1.20000000e+00,1.17457479e+00
1.55817247e-07,1.19837624e+00,7.16839921e-10,5.71587014e-09,1.20000000e+00,1.17483457e+00
1.55817497e-07,1.19838016e+00,7.16837830e-10,5.71599217e-09,1.20000000e+00,1.17509138e+00
1.55817748e-07,1.19838406e+00,7.16835744e-10,5.71611422e-09,1.20000000e+00,1.17534525e+00
1.55817999e-07,1.19838794e+00,7.16833676e-10,5.71623627e-09,1.20000000e+00,1.17559621e+00
1.55818250e-07,1.19839180e+00,7.16831613e-10,5.71635834e-09,1.20000000e+00,1.17584429e+00
1.55818501e-07,1.19839564e+00,7.16829556e-10,5.71648042e-09,1.20000000e+00,1.17608953e+00
1.55818752e-07,1.19839947e+00,7.16827518e-10,5.71660250e-09,1.20000000e+00,1.17633195e+00
1.55819002e-07,1.19840328e+00,7.16825487e-10,5.71672460e-09,1.20000000e+00,1.17657158e+00
1.55819253e-07,1.19840708e+00,7.16823463e-10,5.71684670e-09,1.20000000e+00,1.17680845e+00
1.55819504e-07,1.19841085e+00,7.16821447e-10,5.71696882e-09,1.20000000e+00,1.17704260e+00
1.55819755e-07,1.19841461e+00,7.16819439e-10,5.71709095e-09,1.20000000e+00,1.17727405e+00
1.55820006e-07,1.19841836e+00,7.16817440e-10,5.71721308e-09,1.20000000e+00,1.17750282e+00
1.55820257e-07,1.19842209e+00,7.16815449e-10,5.71733523e-09,1.20000000e+00,1.17772896e+00
1.55820507e-07,1.19842580e+00,7.16813469e-10,5.71745740e-09,1.20000000e+00,1.17795248e+00
1.55820758e-07,1.19842950e+00,7.16811499e-10,5.71757957e-09,1.20000000e+00,1.17817342e+00
1.55821009e-07,1.19843318e+00,7.16809538e-10,5.71770175e-09,1.20000000e+00,1.17839180e+00
1.55821260e-07,1.19843684e+00,7.16807589e-10,5.71782393e-09,1.20000000e+00,1.17860766e+00
1.55821511e-07,1.19844049e+00,7.16805650e-10,5.71794613e-09,1.20000000e+00,1.17882101e+00
1.55821762e-07,1.19844412e+00,7.16803711e-10,5.71806834e-09,1.20000000e+00,1.17903189e+00
1.55822012e-07,1.19844774e+00,7.16801784e-10,5.71819056e-09,1.20000000e+00,1.17924032e+00
1.55822263e-07,1.19845134e+00,7.16799869e-10,5.71831280e-09,1.20000000e+00,1.17944633e+00
1.55822514e-07,1.19845493e+00,7.16797954e-10,5.71843504e-09,1.20000000e+00,1.17964995e+00
1.55822765e-07,1.19845850e+00,7.16796053e-10,5.71855729e-09,1.20000000e+00,1.17985120e+00
1.55823016e-07,1.19846206e+00,7.16794165e-10,5.71867956e-09,1.20000000e+00,1.18005011e+00
1.55823267e-07,1.19846560e+00,7.16792279e-10,5.71880183e-09,1.20000000e+00,1.18024671e+00
1.55823517e-07,1.19846913e+00,7.16790407e-10,5.71892411e-09,1.20000000e+00,1.18044102e+00
1.55823768e-07,1.19847264e+00,7.16788537e-10,5.71904640e-09,1.20000000e+00,1.18063306e+00
1.55824019e-07,1.19847614e+00,7.16786670e-10,5.71916871e-09,1.20000000e+00,1.18082287e+00
1.55824270e-07,1.19847963e+00,7.16784819e-10,5.71929102e-09,1.20000000e+00,1.18101046e+00
1.55824521e-07,1.19848310e+00,7.16782971e-10,5.71941335e-09,1.20000000e+00,1.18119586e+00
1.55824772e-07,1.19848655e+00,7.16781127e-10,5.71953569e-09,1.20000000e+00,1.18137910e+00
1.55825022e-07,1.19848999e+00,7.16779301e-10,5.71965804e-09,1.20000000e+00,1.18156020e+00
1.55825273e-07,1.19849342e+00,7.16777478e-10,5.71978039e-09,1.20000000e+00,1.18173919e+00
1.55825524e-07,1.19849683e+00,7.16775661e-10,5.71990276e-09,1.20000000e+00,1.18191608e+00
1.55825775e-07,1.19850023e+00,7.16773850e-10,5.72002514e-09,1.20000000e+00,1.18209091e+00
1.55826026e-07,1.19850362e+00,7.16772057e-10,5.72014753e-09,1.20000000e+00,1.18226369e+00
1.55826277e-07,1.19850699e+00,7.16770269e-10,5.72026993e-09,1.20000000e+00,1.18243445e+00
1.55826527e-07,1.19851035e+00,7.16768488e-10,5.72039234e-09,1.20000000e+00,1.18260321e+00
1.55826778e-07,1.19851369e+00,7.16766714e-10,5.72051476e-09,1.20000000e+00,1.18277000e+00
1.55827029e-07,1.19851703e+00,7.16764946e-10,5.72063719e-09,1.20000000e+00,1.18293483e+00
1.55827280e-07,1.19852035e+00,7.16763186e-10,5.72075963e-09,1.20000000e+00,1.18309773e+00
1.55827531e-07,1.19852365e+00,7.16761434e-10,5.72088208e-09,1.20000000e+00,1.18325873e+00
1.55827782e-07,1.19852694e+00,7.16759678e-10,5.72100455e-09,1.20000000e+00,1.18341783e+00
1.55828032e-07,1.19853022e+00,7.16757931e-10,5.72112702e-09,1.20000000e+00,1.18357508e+00
1.55828283e-07,1.19853349e+00,7.16756193e-10,5.72124950e-09,1.20000000e+00,1.18373048e+00
1.55828534e-07,1.19853674e+00,7.16754464e-10,5.72137200e-09,1.20000000e+00,1.18388405e+00
1.55828785e-07,1.19853998e+00,7.16752746e-10,5.72149450e-09,1.20000000e+00,1.18403583e+00
1.55829036e-07,1.19854321e+00,7.16751037e-10,5.72161701e-09,1.20000000e+00,1.18418582e+00
1.55829287e-07,1.19854643e+00,7.16749326e-10,5.72173954e-09,1.20000000e+00,1.18433406e+00
1.55829537e-07,1.19854963e+00,7.16747625e-10,5.72186207e-09,1.20000000e+00,1.18448055e+00
1.55829788e-07,1.19855282e+00,7.16745936e-10,5.72198462e-09,1.20000000e+00,1.18462533e+00
1.55830039e-07,1.19855600e+00,7.16744246e-10,5.72210718e-09,1.20000000e+00,1.18476841e+00
1.55830290e-07,1.19855917e+00,7.16742567e-10,5.72222975e-09,1.20000000e+00,1.18490981e+00
1.55830541e-07,1.19856232e+00,7.16740888e-10,5.72235232e-09,1.20000000e+00,1.18504955e+00
1.55830792e-07,1.19856546e+00,7.16739222e-10,5.72247491e-09,1.20000000e+00,1.18518765e+00
1.55831042e-07,1.19856860e+00,7.16737568e-10,5.72259752e-09,1.20000000e+00,1.18532413e+00
1.55831293e-07,1.19857171e+00,7.16735915e-10,5.72272013e-09,1.20000000e+00,1.18545900e+00
1.55831544e-07,1.19857482e+00,7.16734262e-10,5.72284275e-09,1.20000000e+00,1.18559229e+00
1.55831795e-07,1.19857791e+00,7.16732624e-10,5.72296538e-09,1.20000000e+00,1.18572402e+00
1.55832046e-07,1.19858100e+00,7.16730986e-10,5.72308802e-09,1.20000000e+00,1.18585420e+00
1.55832297e-07,1.19858407e+00,7.16729364e-10,5.72321067e-09,1.20000000e+00,1.18598286e+00
1.55832547e-07,1.19858713e+00,7.16727743e-10,5.72333333e-09,1.20000000e+00,1.18611000e+00
1.55832798e-07,1.19859018e+00,7.16726124e-10,5.72345600e-09,1.20000000e+00,1.18623565e+00
1.55833049e-07,1.19859322e+00,7.16724508e-10,5.72357869e-09,1.20000000e+00,1.18635982e+00
1.55833300e-07,1.19859624e+00,7.16722909e-10,5.72370138e-09,1.20000000e+00,1.18648254e+00
1.55833551e-07,1.19859926e+00,7.16721312e-10,5.72382114e-09,1.20000000e+00,1.18660382e+00
1.55833802e-07,1.19860226e+00,7.16719719e-10,5.72393490e-09,1.20000000e+00,1.18672368e+00
1.55834053e-07,1.19860525e+00,7.16718130e-10,5.72404283e-09,1.20000000e+00,1.18684213e+00
1.55834303e-07,1.19860823e+00,7.16716546e-10,5.72414554e-09,1.20000000e+00,1.18695919e+00
1.55834554e-07,1.19861120e+00,7.16714979e-10,5.72424354e-09,1.20000000e+00,1.18707488e+00
1.55834805e-07,1.19861416e+00,7.16713416e-10,5.72433729e-09,1.20000000e+00,1.18718921e+00
