Index       TIME              V(A)              V(B)              V(C)              V(D)              V(S)             V(COUT)     
193      7.16797829e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.38544871e-09    5.66657558e-01
194      7.18750954e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.39194856e-09    5.68000392e-01
195      7.20704079e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.39844841e-09    5.69339980e-01
196      7.22657204e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.40494827e-09    5.70676305e-01
197      7.24610329e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.41144812e-09    5.72009351e-01
198      7.26563454e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.41794797e-09    5.73339102e-01
199      7.28516579e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.42444782e-09    5.74665542e-01
200      7.30469704e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.43094767e-09    5.75988655e-01
201      7.32422829e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.43744752e-09    5.77308426e-01
202      7.34375954e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.44394737e-09    5.78624840e-01
203      7.36329079e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.45044723e-09    5.79937881e-01
204      7.38282204e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.45694708e-09    5.81247536e-01
205      7.40235329e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.46344693e-09    5.82553789e-01
206      7.42188454e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.46994678e-09    5.83856627e-01
207      7.44141579e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.47644663e-09    5.85156035e-01
208      7.46094704e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.48294648e-09    5.86451999e-01
209      7.48047829e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.48944634e-09    5.87744507e-01
210      7.50000954e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.49594619e-09    5.89033543e-01
